HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2023-02-03 03:00;2023-02-03 04:00;SE4;625,119995;84,029999
2023-02-03 03:00;2023-02-03 04:00;SE3;625,119995;84,029999
2023-02-03 03:00;2023-02-03 04:00;NO2;643,789978;86,540001
2023-02-03 03:00;2023-02-03 04:00;DK2;625,119995;84,029999
2023-02-03 03:00;2023-02-03 04:00;DK1;625,119995;84,029999
2023-02-03 03:00;2023-02-03 04:00;DE;625,119995;84,029999
2023-02-03 04:00;2023-02-03 05:00;SYSTEM;661,869995;88,970001
2023-02-03 04:00;2023-02-03 05:00;SE4;662,239990;89,019997
2023-02-03 04:00;2023-02-03 05:00;SE3;662,239990;89,019997
2023-02-03 04:00;2023-02-03 05:00;NO2;683,369995;91,860001
2023-02-03 04:00;2023-02-03 05:00;DK2;662,239990;89,019997
